Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Switzerland;8;2021-02-24;330;385,6;2019-02-27;1339;-75,35%;-72,78%;2020-02-26;1165
Switzerland;8;2021-02-25;346;385,1;2019-02-28;1359;-74,54%;-72,63%;2020-02-27;1224
Switzerland;8;2021-02-26;450;386,9;2019-03-01;1432;-68,58%;-72,30%;2020-02-28;1464
Switzerland;8;2021-02-27;435;383,7;2019-03-02;1329;-67,27%;-72,13%;2020-02-29;1262
Switzerland;8;2021-02-28;461;380,9;2019-03-03;1440;-67,99%;-72,02%;2020-03-01;1372
Switzerland;9;2021-03-01;372;382,6;2019-03-04;1328;-71,99%;-71,73%;2020-03-02;1270
Switzerland;9;2021-03-02;296;384,3;2019-03-05;1298;-77,20%;-71,76%;2020-03-03;1170
Switzerland;9;2021-03-03;331;384,4;2019-03-06;1406;-76,46%;-71,95%;2020-03-04;1245
Switzerland;9;2021-03-04;371;388;2019-03-07;1344;-72,40%;-71,64%;2020-03-05;1228
Switzerland;9;2021-03-05;433;385,6;2019-03-08;1436;-69,85%;-71,83%;2020-03-06;1341
Switzerland;9;2021-03-06;340;372;2019-03-09;1265;-73,12%;-72,64%;2020-03-07;1162
Switzerland;9;2021-03-07;396;362,7;2019-03-10;1347;-70,60%;-73,06%;2020-03-08;1335
Switzerland;10;2021-03-08;349;359,4;2019-03-11;1334;-73,84%;-73,32%;2020-03-09;1157
Switzerland;10;2021-03-09;305;360,7;2019-03-12;1237;-75,34%;-73,05%;2020-03-10;964
Switzerland;10;2021-03-10;380;367,7;2019-03-13;1290;-70,54%;-72,18%;2020-03-11;1037
Switzerland;10;2021-03-11;336;362,7;2019-03-14;1350;-75,11%;-72,58%;2020-03-12;1116
Switzerland;10;2021-03-12;412;359,7;2019-03-15;1394;-70,44%;-72,68%;2020-03-13;1217
Switzerland;10;2021-03-13;302;354,3;2019-03-16;1268;-76,18%;-73,10%;2020-03-14;1073
Switzerland;10;2021-03-14;369;350,4;2019-03-17;1368;-73,03%;-73,46%;2020-03-15;1120
Switzerland;11;2021-03-15;317;345,9;2019-03-18;1351;-76,54%;-73,85%;2020-03-16;886
Switzerland;11;2021-03-16;293;344,1;2019-03-19;1216;-75,90%;-73,92%;2020-03-17;622
Switzerland;11;2021-03-17;325;336,3;2019-03-20;1272;-74,45%;-74,47%;2020-03-18;536
Switzerland;11;2021-03-18;418;348;2019-03-21;1389;-69,91%;-73,69%;2020-03-19;471
Switzerland;11;2021-03-19;429;350,4;2019-03-22;1452;-70,45%;-73,67%;2020-03-20;484
Switzerland;11;2021-03-20;383;362;2019-03-23;1225;-68,73%;-72,67%;2020-03-21;337
Switzerland;11;2021-03-21;422;369,6;2019-03-24;1378;-69,38%;-72,13%;2020-03-22;325
Switzerland;12;2021-03-22;352;374,6;2019-03-25;1350;-73,93%;-71,75%;2020-03-23;173
Switzerland;12;2021-03-23;302;375,9;2019-03-26;1233;-75,51%;-71,71%;2020-03-24;126
Switzerland;12;2021-03-24;428;390,6;2019-03-27;1295;-66,95%;-70,67%;2020-03-25;140
Switzerland;12;2021-03-25;435;393;2019-03-28;1360;-68,01%;-70,40%;2020-03-26;164
Switzerland;12;2021-03-26;513;405;2019-03-29;1495;-65,69%;-69,63%;2020-03-27;151
Switzerland;12;2021-03-27;446;414;2019-03-30;1252;-64,38%;-69,05%;2020-03-28;110
Switzerland;12;2021-03-28;462;419,7;2019-03-31;1353;-65,85%;-68,54%;2020-03-29;118
Switzerland;13;2021-03-29;413;428,4;2019-04-01;1339;-69,16%;-67,85%;2020-03-30;103
Switzerland;13;2021-03-30;358;436,4;2019-04-02;1312;-72,71%;-67,52%;2020-03-31;115
Switzerland;13;2021-03-31;434;437,3;2019-04-03;1301;-66,64%;-67,48%;2020-04-01;139
Switzerland;13;2021-04-01;594;460;2019-04-04;1306;-54,52%;-65,59%;2020-04-02;105
Switzerland;13;2021-04-02;524;461,6;2019-04-05;1463;-64,18%;-65,35%;2020-04-03;122
Switzerland;13;2021-04-03;437;460,3;2019-04-06;1288;-66,07%;-65,58%;2020-04-04;89
Switzerland;13;2021-04-04;385;449,3;2019-04-07;1344;-71,35%;-66,37%;2020-04-05;96
Switzerland;14;2021-04-05;456;455,4;2019-04-08;1389;-67,17%;-66,10%;2020-04-06;88
Switzerland;14;2021-04-06;352;454,6;2019-04-09;1349;-73,91%;-66,29%;2020-04-07;110
Switzerland;14;2021-04-07;336;440,6;2019-04-10;1334;-74,81%;-67,44%;2020-04-08;120
Switzerland;14;2021-04-08;465;422,1;2019-04-11;1387;-66,47%;-69,07%;2020-04-09;108
Switzerland;14;2021-04-09;558;427;2019-04-12;1499;-62,78%;-68,83%;2020-04-10;93
Switzerland;14;2021-04-10;492;434,9;2019-04-13;1315;-62,59%;-68,35%;2020-04-11;74
Switzerland;14;2021-04-11;565;460,6;2019-04-14;1321;-57,23%;-66,40%;2020-04-12;78
Switzerland;15;2021-04-12;387;450,7;2019-04-15;1386;-72,08%;-67,10%;2020-04-13;72
Switzerland;15;2021-04-13;308;444,4;2019-04-16;1300;-76,31%;-67,40%;2020-04-14;75
Switzerland;15;2021-04-14;384;451,3;2019-04-17;1375;-72,07%;-67,04%;2020-04-15;90
Switzerland;15;2021-04-15;411;443,6;2019-04-18;1527;-73,08%;-68,07%;2020-04-16;123
Switzerland;15;2021-04-16;527;439,1;2019-04-19;1353;-61,05%;-67,90%;2020-04-17;126
Switzerland;15;2021-04-17;421;429;2019-04-20;1222;-65,55%;-68,34%;2020-04-18;83
Switzerland;15;2021-04-18;484;417,4;2019-04-21;1205;-59,83%;-68,81%;2020-04-19;72
Switzerland;16;2021-04-19;413;421,1;2019-04-22;1356;-69,54%;-68,43%;2020-04-20;77
Switzerland;16;2021-04-20;363;429;2019-04-23;1315;-72,40%;-67,89%;2020-04-21;97
Switzerland;16;2021-04-21;379;428,3;2019-04-24;1299;-70,82%;-67,68%;2020-04-22;97
Switzerland;16;2021-04-22;412;428,4;2019-04-25;1332;-69,07%;-66,98%;2020-04-23;134
Switzerland;16;2021-04-23;534;429,4;2019-04-26;1358;-60,68%;-66,92%;2020-04-24;127
Switzerland;16;2021-04-24;462;435,3;2019-04-27;1221;-62,16%;-66,46%;2020-04-25;89
Switzerland;16;2021-04-25;454;431;2019-04-28;1319;-65,58%;-67,21%;2020-04-26;90
Switzerland;17;2021-04-26;392;428;2019-04-29;1336;-70,66%;-67,36%;2020-04-27;100
Switzerland;17;2021-04-27;362;427,9;2019-04-30;1259;-71,25%;-67,17%;2020-04-28;103
Switzerland;17;2021-04-28;391;429,6;2019-05-01;1330;-70,60%;-67,15%;2020-04-29;126
Switzerland;17;2021-04-29;441;433,7;2019-05-02;1298;-66,02%;-66,71%;2020-04-30;104
Switzerland;17;2021-04-30;515;431;2019-05-03;1422;-63,78%;-67,15%;2020-05-01;111
Switzerland;17;2021-05-01;381;419,4;2019-05-04;1150;-66,87%;-67,79%;2020-05-02;75
Switzerland;17;2021-05-02;452;419,1;2019-05-05;1286;-64,85%;-67,69%;2020-05-03;87
Switzerland;18;2021-05-03;407;421,3;2019-05-06;1390;-70,72%;-67,72%;2020-05-04;146
Switzerland;18;2021-05-04;313;414,3;2019-05-07;1356;-76,92%;-68,59%;2020-05-05;106
Switzerland;18;2021-05-05;389;414;2019-05-08;1351;-71,21%;-68,68%;2020-05-06;130
Switzerland;18;2021-05-06;423;411,4;2019-05-09;1276;-66,85%;-68,80%;2020-05-07;151
Switzerland;18;2021-05-07;549;416,3;2019-05-10;1463;-62,47%;-68,57%;2020-05-08;163
Switzerland;18;2021-05-08;494;432,4;2019-05-11;1192;-58,56%;-67,50%;2020-05-09;109
Switzerland;18;2021-05-09;482;436,7;2019-05-12;1269;-62,02%;-67,12%;2020-05-10;115
Switzerland;19;2021-05-10;397;435,3;2019-05-13;1409;-71,82%;-67,29%;2020-05-11;139
Switzerland;19;2021-05-11;376;444,3;2019-05-14;1283;-70,69%;-66,35%;2020-05-12;165
Switzerland;19;2021-05-12;538;465,6;2019-05-15;1377;-60,93%;-64,84%;2020-05-13;150
Switzerland;19;2021-05-13;476;473,1;2019-05-16;1383;-65,58%;-64,68%;2020-05-14;186
Switzerland;19;2021-05-14;459;460,3;2019-05-17;1470;-68,78%;-65,66%;2020-05-15;204
Switzerland;19;2021-05-15;419;449,6;2019-05-18;1166;-64,07%;-66,37%;2020-05-16;129
Switzerland;19;2021-05-16;636;471,6;2019-05-19;1322;-51,89%;-64,92%;2020-05-17;140
Switzerland;20;2021-05-17;465;481,3;2019-05-20;1349;-65,53%;-63,97%;2020-05-18;170
Switzerland;20;2021-05-18;402;485;2019-05-21;1339;-69,98%;-63,91%;2020-05-19;160
Switzerland;20;2021-05-19;429;469,4;2019-05-22;1417;-69,72%;-65,21%;2020-05-20;236
Switzerland;20;2021-05-20;570;482,9;2019-05-23;1446;-60,58%;-64,45%;2020-05-21;183
Switzerland;20;2021-05-21;681;514,6;2019-05-24;1509;-54,87%;-62,27%;2020-05-22;151
Switzerland;20;2021-05-22;546;532,7;2019-05-25;1201;-54,54%;-61,09%;2020-05-23;102
Switzerland;20;2021-05-23;457;507,1;2019-05-26;1315;-65,25%;-62,93%;2020-05-24;179
Switzerland;21;2021-05-24;610;527,9;2019-05-27;1425;-57,19%;-61,72%;2020-05-25;212
Switzerland;21;2021-05-25;463;536,6;2019-05-28;1325;-65,06%;-61,03%;2020-05-26;214
Switzerland;21;2021-05-26;458;540,7;2019-05-29;1500;-69,47%;-61,06%;2020-05-27;238
Switzerland;21;2021-05-27;504;531,3;2019-05-30;1325;-61,96%;-61,26%;2020-05-28;203
Switzerland;21;2021-05-28;678;530,9;2019-05-31;1335;-49,21%;-60,58%;2020-05-29;274
Switzerland;21;2021-05-29;522;527,4;2019-06-01;1198;-56,43%;-60,82%;2020-05-30;150
Switzerland;21;2021-05-30;610;549,3;2019-06-02;1519;-59,84%;-60,06%;2020-05-31;133
Switzerland;22;2021-05-31;564;542,7;2019-06-03;1431;-60,59%;-60,56%;2020-06-01;202
Switzerland;22;2021-06-01;491;546,7;2019-06-04;1364;-64,00%;-60,43%;2020-06-02;204
Switzerland;22;2021-06-02;539;558,3;2019-06-05;1414;-61,88%;-59,23%;2020-06-03;221
Switzerland;22;2021-06-03;569;567,6;2019-06-06;1379;-58,74%;-58,79%;2020-06-04;245
Switzerland;22;2021-06-04;640;562,1;2019-06-07;1537;-58,36%;-60,02%;2020-06-05;283
Switzerland;22;2021-06-05;570;569;2019-06-08;1247;-54,29%;-59,73%;2020-06-06;196
Switzerland;22;2021-06-06;690;580,4;2019-06-09;1276;-45,92%;-57,89%;2020-06-07;231
Switzerland;23;2021-06-07;594;584,7;2019-06-10;1384;-57,08%;-57,37%;2020-06-08;283
Switzerland;23;2021-06-08;514;588;2019-06-11;1435;-64,18%;-57,44%;2020-06-09;206
Switzerland;23;2021-06-09;531;586,9;2019-06-12;1475;-64,00%;-57,79%;2020-06-10;233
Switzerland;23;2021-06-10;648;598,1;2019-06-13;1416;-54,24%;-57,14%;2020-06-11;209
Switzerland;23;2021-06-11;712;608,4;2019-06-14;1510;-52,85%;-56,29%;2020-06-12;283
Switzerland;23;2021-06-12;614;614,7;2019-06-15;1271;-51,69%;-55,94%;2020-06-13;219
Switzerland;23;2021-06-13;724;619,6;2019-06-16;1400;-48,29%;-56,15%;2020-06-14;237
Switzerland;24;2021-06-14;609;621,7;2019-06-17;1486;-59,02%;-56,45%;2020-06-15;429
Switzerland;24;2021-06-15;515;621,9;2019-06-18;1389;-62,92%;-56,24%;2020-06-16;332
Switzerland;24;2021-06-16;574;628;2019-06-19;1468;-60,90%;-55,77%;2020-06-17;363
Switzerland;24;2021-06-17;691;634,1;2019-06-20;1406;-50,85%;-55,30%;2020-06-18;412
Switzerland;24;2021-06-18;811;648,3;2019-06-21;1504;-46,08%;-54,27%;2020-06-19;474
Switzerland;24;2021-06-19;707;661,6;2019-06-22;1290;-45,19%;-53,42%;2020-06-20;328
Switzerland;24;2021-06-20;750;665,3;2019-06-23;1451;-48,31%;-53,40%;2020-06-21;401
Switzerland;25;2021-06-21;684;676;2019-06-24;1469;-53,44%;-52,57%;2020-06-22;439
Switzerland;25;2021-06-22;548;680,7;2019-06-25;1402;-60,91%;-52,30%;2020-06-23;351
Switzerland;25;2021-06-23;605;685,1;2019-06-26;1500;-59,67%;-52,15%;2020-06-24;391
Switzerland;25;2021-06-24;732;691;2019-06-27;1456;-49,73%;-51,98%;2020-06-25;446
Switzerland;25;2021-06-25;906;704,6;2019-06-28;1532;-40,86%;-51,17%;2020-06-26;504
Switzerland;25;2021-06-26;761;712,3;2019-06-29;1366;-44,29%;-51,00%;2020-06-27;363
Switzerland;25;2021-06-27;779;716,4;2019-06-30;1488;-47,65%;-50,90%;2020-06-28;385
Switzerland;26;2021-06-28;729;722,9;2019-07-01;1475;-50,58%;-50,48%;2020-06-29;454
Switzerland;26;2021-06-29;552;723,4;2019-07-02;1391;-60,32%;-50,39%;2020-06-30;406
Switzerland;26;2021-06-30;656;730,7;2019-07-03;1447;-54,66%;-49,63%;2020-07-01;583
Switzerland;26;2021-07-01;874;751;2019-07-04;1475;-40,75%;-48,33%;2020-07-02;532
Switzerland;26;2021-07-02;1024;767,9;2019-07-05;1562;-34,44%;-47,32%;2020-07-03;674
Switzerland;26;2021-07-03;980;799,1;2019-07-06;1331;-26,37%;-44,99%;2020-07-04;591
Switzerland;26;2021-07-04;975;827,1;2019-07-07;1365;-28,57%;-42,37%;2020-07-05;615
Switzerland;27;2021-07-05;924;855;2019-07-08;1493;-38,11%;-40,53%;2020-07-06;578
Switzerland;27;2021-07-06;693;875,1;2019-07-09;1405;-50,68%;-39,21%;2020-07-07;482
Switzerland;27;2021-07-07;809;897;2019-07-10;1482;-45,41%;-37,91%;2020-07-08;550
Switzerland;27;2021-07-08;813;888,3;2019-07-11;1442;-43,62%;-38,31%;2020-07-09;568
Switzerland;27;2021-07-09;1051;892,1;2019-07-12;1508;-30,31%;-37,71%;2020-07-10;671
Switzerland;27;2021-07-10;994;894,1;2019-07-13;1359;-26,86%;-37,75%;2020-07-11;594
Switzerland;27;2021-07-11;992;896,6;2019-07-14;1442;-31,21%;-38,05%;2020-07-12;641
Switzerland;28;2021-07-12;927;897;2019-07-15;1469;-36,90%;-37,87%;2020-07-13;627
Switzerland;28;2021-07-13;683;895,6;2019-07-16;1362;-49,85%;-37,71%;2020-07-14;507
Switzerland;28;2021-07-14;802;894,6;2019-07-17;1433;-44,03%;-37,47%;2020-07-15;603
Switzerland;28;2021-07-15;851;900;2019-07-18;1434;-40,66%;-37,04%;2020-07-16;597
Switzerland;28;2021-07-16;1032;897,3;2019-07-19;1492;-30,83%;-37,13%;2020-07-17;718
Switzerland;28;2021-07-17;1088;910,7;2019-07-20;1335;-18,50%;-36,04%;2020-07-18;717
Switzerland;28;2021-07-18;1001;912;2019-07-21;1417;-29,36%;-35,79%;2020-07-19;648
Switzerland;29;2021-07-19;984;920,1;2019-07-22;1439;-31,62%;-35,02%;2020-07-20;657
Switzerland;29;2021-07-20;821;939,9;2019-07-23;1357;-39,50%;-33,59%;2020-07-21;523
Switzerland;29;2021-07-21;870;949,6;2019-07-24;1434;-39,33%;-32,91%;2020-07-22;608
Switzerland;29;2021-07-22;956;964,6;2019-07-25;1378;-30,62%;-31,47%;2020-07-23;662
Switzerland;29;2021-07-23;1126;978;2019-07-26;1427;-21,09%;-30,05%;2020-07-24;717
Switzerland;29;2021-07-24;1013;967,3;2019-07-27;1273;-20,42%;-30,38%;2020-07-25;712
Switzerland;29;2021-07-25;1028;971,1;2019-07-28;1373;-25,13%;-29,78%;2020-07-26;640
Switzerland;30;2021-07-26;936;964,3;2019-07-29;1465;-36,11%;-30,46%;2020-07-27;713
Switzerland;30;2021-07-27;778;958,1;2019-07-30;1365;-43,00%;-30,96%;2020-07-28;510
Switzerland;30;2021-07-28;833;952,9;2019-07-31;1433;-41,87%;-31,34%;2020-07-29;627
Switzerland;30;2021-07-29;962;953,7;2019-08-01;1296;-25,77%;-30,69%;2020-07-30;616
Switzerland;30;2021-07-30;1107;951;2019-08-02;1391;-20,42%;-30,63%;2020-07-31;805
Switzerland;30;2021-07-31;1085;961,3;2019-08-03;1308;-17,05%;-30,13%;2020-08-01;764
Switzerland;30;2021-08-01;1043;963,4;2019-08-04;1429;-27,01%;-30,38%;2020-08-02;703
Switzerland;31;2021-08-02;1033;977,3;2019-08-05;1381;-25,20%;-28,76%;2020-08-03;672
Switzerland;31;2021-08-03;795;979,7;2019-08-06;1276;-37,70%;-27,92%;2020-08-04;557
Switzerland;31;2021-08-04;860;983,6;2019-08-07;1286;-33,13%;-26,50%;2020-08-05;657
Switzerland;31;2021-08-05;933;979,4;2019-08-08;1353;-31,04%;-27,25%;2020-08-06;668
Switzerland;31;2021-08-06;1110;979,9;2019-08-09;1430;-22,38%;-27,52%;2020-08-07;803
Switzerland;31;2021-08-07;1091;980,7;2019-08-10;1296;-15,82%;-27,36%;2020-08-08;783
Switzerland;31;2021-08-08;1111;990,4;2019-08-11;1351;-17,76%;-26,03%;2020-08-09;786
Switzerland;32;2021-08-09;985;983,6;2019-08-12;1349;-26,98%;-26,29%;2020-08-10;675
Switzerland;32;2021-08-10;837;989,6;2019-08-13;1301;-35,66%;-26,04%;2020-08-11;578
Switzerland;32;2021-08-11;854;988,7;2019-08-14;1354;-36,93%;-26,64%;2020-08-12;636
Switzerland;32;2021-08-12;918;986,6;2019-08-15;1350;-32,00%;-26,77%;2020-08-13;622
Switzerland;32;2021-08-13;1044;977,1;2019-08-16;1411;-26,01%;-27,33%;2020-08-14;759
Switzerland;32;2021-08-14;1065;973,4;2019-08-17;1326;-19,68%;-27,83%;2020-08-15;786
Switzerland;32;2021-08-15;1128;975,9;2019-08-18;1394;-19,08%;-27,98%;2020-08-16;804
Switzerland;33;2021-08-16;976;974,6;2019-08-19;1413;-30,93%;-28,56%;2020-08-17;696
Switzerland;33;2021-08-17;832;973,9;2019-08-20;1290;-35,50%;-28,53%;2020-08-18;579
Switzerland;33;2021-08-18;949;987,4;2019-08-21;1407;-32,55%;-27,93%;2020-08-19;704
Switzerland;33;2021-08-19;969;994,7;2019-08-22;1410;-31,28%;-27,85%;2020-08-20;657
Switzerland;33;2021-08-20;1095;1002;2019-08-23;1488;-26,41%;-27,90%;2020-08-21;765
Switzerland;33;2021-08-21;1052;1000,1;2019-08-24;1295;-18,76%;-27,80%;2020-08-22;706
Switzerland;33;2021-08-22;1115;998,3;2019-08-25;1379;-19,14%;-27,82%;2020-08-23;763
Switzerland;34;2021-08-23;1068;1011,4;2019-08-26;1463;-27,00%;-27,25%;2020-08-24;698
Switzerland;34;2021-08-24;865;1016,1;2019-08-27;1370;-36,86%;-27,51%;2020-08-25;569
Switzerland;34;2021-08-25;972;1019,4;2019-08-28;1432;-32,12%;-27,46%;2020-08-26;667
Switzerland;34;2021-08-26;975;1020,3;2019-08-29;1425;-31,58%;-27,51%;2020-08-27;687
Switzerland;34;2021-08-27;1079;1018;2019-08-30;1511;-28,59%;-27,84%;2020-08-28;849
Switzerland;34;2021-08-28;1056;1018,6;2019-08-31;1319;-19,94%;-27,97%;2020-08-29;658
Switzerland;34;2021-08-29;1124;1019,9;2019-09-01;1346;-16,49%;-27,64%;2020-08-30;709
Switzerland;35;2021-08-30;1058;1018,4;2019-09-02;1458;-27,43%;-27,71%;2020-08-31;709
Switzerland;35;2021-08-31;918;1026;2019-09-03;1422;-35,44%;-27,55%;2020-09-01;572
Switzerland;35;2021-09-01;920;1018,6;2019-09-04;1475;-37,63%;-28,38%;2020-09-02;597
Switzerland;35;2021-09-02;1026;1025,9;2019-09-05;1425;-28,00%;-27,87%;2020-09-03;674
Switzerland;35;2021-09-03;1195;1042,4;2019-09-06;1436;-16,78%;-26,15%;2020-09-04;794
Switzerland;35;2021-09-04;1005;1035,1;2019-09-07;1260;-20,24%;-26,23%;2020-09-05;633
Switzerland;35;2021-09-05;1104;1032,3;2019-09-08;1460;-24,38%;-27,27%;2020-09-06;711
Switzerland;36;2021-09-06;1006;1024,9;2019-09-09;1426;-29,45%;-27,56%;2020-09-07;673
Switzerland;36;2021-09-07;867;1017,6;2019-09-10;1315;-34,07%;-27,29%;2020-09-08;510
Switzerland;36;2021-09-08;972;1025;2019-09-11;1458;-33,33%;-26,64%;2020-09-09;592
Switzerland;36;2021-09-09;1010;1022,7;2019-09-12;1447;-30,20%;-26,96%;2020-09-10;619
Switzerland;36;2021-09-10;1122;1012,3;2019-09-13;1488;-24,60%;-28,09%;2020-09-11;712
Switzerland;36;2021-09-11;926;1001;2019-09-14;1233;-24,90%;-28,70%;2020-09-12;601
Switzerland;36;2021-09-12;1159;1008,9;2019-09-15;1397;-17,04%;-27,67%;2020-09-13;763
Switzerland;37;2021-09-13;999;1007,9;2019-09-16;1486;-32,77%;-28,19%;2020-09-14;598
Switzerland;37;2021-09-14;868;1008;2019-09-17;1395;-37,78%;-28,76%;2020-09-15;498
Switzerland;37;2021-09-15;936;1002,9;2019-09-18;1443;-35,14%;-29,01%;2020-09-16;551
Switzerland;37;2021-09-16;956;995,1;2019-09-19;1482;-35,49%;-29,81%;2020-09-17;597
Switzerland;37;2021-09-17;1145;998,4;2019-09-20;1512;-24,27%;-29,74%;2020-09-18;706
Switzerland;37;2021-09-18;953;1002,3;2019-09-21;1214;-21,50%;-29,34%;2020-09-19;565
Switzerland;37;2021-09-19;1033;984,3;2019-09-22;1398;-26,11%;-30,61%;2020-09-20;620
Switzerland;38;2021-09-20;1065;993,7;2019-09-23;1413;-24,63%;-29,43%;2020-09-21;597
Switzerland;38;2021-09-21;844;990,3;2019-09-24;1348;-37,39%;-29,34%;2020-09-22;511
Switzerland;38;2021-09-22;942;991,1;2019-09-25;1426;-33,94%;-29,15%;2020-09-23;533
Switzerland;38;2021-09-23;1018;1000;2019-09-26;1415;-28,06%;-28,03%;2020-09-24;536
Switzerland;38;2021-09-24;1194;1007;2019-09-27;1506;-20,72%;-27,48%;2020-09-25;654
Switzerland;38;2021-09-25;949;1006,4;2019-09-28;1254;-24,32%;-27,82%;2020-09-26;514
Switzerland;38;2021-09-26;1047;1008,4;2019-09-29;1393;-24,84%;-27,64%;2020-09-27;622
Switzerland;39;2021-09-27;1058;1007,4;2019-09-30;1354;-21,86%;-27,27%;2020-09-28;592
Switzerland;39;2021-09-28;782;998,6;2019-10-01;1268;-38,33%;-27,31%;2020-09-29;441
Switzerland;39;2021-09-29;863;987,3;2019-10-02;1374;-37,19%;-27,74%;2020-09-30;540
Switzerland;39;2021-09-30;1025;988,3;2019-10-03;1372;-25,29%;-27,34%;2020-10-01;563
Switzerland;39;2021-10-01;1171;985;2019-10-04;1451;-19,30%;-27,16%;2020-10-02;641
Switzerland;39;2021-10-02;983;989,9;2019-10-05;1242;-20,85%;-26,71%;2020-10-03;547
Switzerland;39;2021-10-03;1079;994,4;2019-10-06;1369;-21,18%;-26,18%;2020-10-04;577
Switzerland;40;2021-10-04;1047;992,9;2019-10-07;1370;-23,58%;-26,42%;2020-10-05;559
Switzerland;40;2021-10-05;814;997,4;2019-10-08;1279;-36,36%;-26,17%;2020-10-06;444
Switzerland;40;2021-10-06;842;994,4;2019-10-09;1356;-37,91%;-26,25%;2020-10-07;487
Switzerland;40;2021-10-07;1061;999,6;2019-10-10;1394;-23,89%;-26,04%;2020-10-08;504
Switzerland;40;2021-10-08;1174;1000;2019-10-11;1496;-21,52%;-26,36%;2020-10-09;688
Switzerland;40;2021-10-09;1020;1005,3;2019-10-12;1261;-19,11%;-26,12%;2020-10-10;542
Switzerland;40;2021-10-10;1155;1016,1;2019-10-13;1357;-14,89%;-25,23%;2020-10-11;611
Switzerland;41;2021-10-11;984;1007,1;2019-10-14;1405;-29,96%;-26,16%;2020-10-12;528
Turkey;53;2021-01-01;811;1004,7;2019-01-04;2315;-64,97%;-54,07%;2020-01-03;2363
Turkey;53;2021-01-02;949;1002,7;2019-01-05;2317;-59,04%;-54,24%;2020-01-04;2326
Turkey;53;2021-01-03;1168;1028,6;2019-01-06;2310;-49,44%;-53,06%;2020-01-05;2381
Turkey;1;2021-01-04;1222;1045,9;2019-01-07;2123;-42,44%;-52,14%;2020-01-06;2170
Turkey;1;2021-01-05;1069;1055,7;2019-01-08;2024;-47,18%;-52,03%;2020-01-07;1733
Turkey;1;2021-01-06;1110;1052;2019-01-09;2119;-47,62%;-52,43%;2020-01-08;2137
Turkey;1;2021-01-07;1164;1070,4;2019-01-10;2166;-46,26%;-51,26%;2020-01-09;2204
Turkey;1;2021-01-08;1243;1132,1;2019-01-11;2321;-46,45%;-48,47%;2020-01-10;2312
Turkey;1;2021-01-09;991;1138,1;2019-01-12;2183;-54,60%;-47,74%;2020-01-11;2195
Turkey;1;2021-01-10;1110;1129,9;2019-01-13;2253;-50,73%;-47,93%;2020-01-12;2289
Turkey;2;2021-01-11;1156;1120,4;2019-01-14;2132;-45,78%;-48,39%;2020-01-13;2169
Turkey;2;2021-01-12;978;1107,4;2019-01-15;2084;-53,07%;-49,19%;2020-01-14;2080
Turkey;2;2021-01-13;1015;1093,9;2019-01-16;2141;-52,59%;-49,89%;2020-01-15;2143
Turkey;2;2021-01-14;1101;1084,9;2019-01-17;2249;-51,04%;-50,57%;2020-01-16;2183
Turkey;2;2021-01-15;1195;1078;2019-01-18;2383;-49,85%;-51,08%;2020-01-17;2314
Turkey;2;2021-01-16;903;1065,4;2019-01-19;2313;-60,96%;-52,05%;2020-01-18;2259
Turkey;2;2021-01-17;1002;1050;2019-01-20;2313;-56,68%;-52,93%;2020-01-19;2290
Turkey;3;2021-01-18;1165;1051,3;2019-01-21;2215;-47,40%;-53,12%;2020-01-20;2175
Turkey;3;2021-01-19;956;1048,1;2019-01-22;2122;-54,95%;-53,37%;2020-01-21;2090
Turkey;3;2021-01-20;1068;1055,7;2019-01-23;2180;-51,01%;-53,15%;2020-01-22;2127
Turkey;3;2021-01-21;1156;1063,6;2019-01-24;2182;-47,02%;-52,60%;2020-01-23;2203
Turkey;3;2021-01-22;1280;1075,7;2019-01-25;2308;-44,54%;-51,83%;2020-01-24;2269
Turkey;3;2021-01-23;975;1086;2019-01-26;2201;-55,70%;-51,02%;2020-01-25;2236
Turkey;3;2021-01-24;1050;1092,9;2019-01-27;2261;-53,56%;-50,55%;2020-01-26;2292
Turkey;4;2021-01-25;1185;1095,7;2019-01-28;2151;-44,91%;-50,21%;2020-01-27;2141
Turkey;4;2021-01-26;993;1101;2019-01-29;2112;-52,98%;-49,94%;2020-01-28;2063
Turkey;4;2021-01-27;1026;1095;2019-01-30;2161;-52,52%;-50,15%;2020-01-29;2111
Turkey;4;2021-01-28;1166;1096,4;2019-01-31;2201;-47,02%;-50,15%;2020-01-30;2180
Turkey;4;2021-01-29;1248;1091,9;2019-02-01;2380;-47,56%;-50,59%;2020-01-31;2312
Turkey;4;2021-01-30;937;1086,4;2019-02-02;2330;-59,79%;-51,24%;2020-02-01;2280
Turkey;4;2021-01-31;1113;1095,4;2019-02-03;2369;-53,02%;-51,17%;2020-02-02;2307
Turkey;5;2021-02-01;1147;1090;2019-02-04;2220;-48,33%;-51,63%;2020-02-03;2145
Turkey;5;2021-02-02;991;1089,7;2019-02-05;2078;-52,31%;-51,53%;2020-02-04;2020
Turkey;5;2021-02-03;1088;1098,6;2019-02-06;2129;-48,90%;-51,04%;2020-02-05;1942
Turkey;5;2021-02-04;1144;1095,4;2019-02-07;2147;-46,72%;-51,01%;2020-02-06;2182
Turkey;5;2021-02-05;1318;1105,4;2019-02-08;2340;-43,68%;-50,44%;2020-02-07;2202
